P_CUSTOMER_NAME,P_INVOICE_NUM,P_INVOICE_DATE,P_INVOICE_AMOUNT,BILL_CUSTOMER_NAME,BILL_ACCOUNT_NUMBER,BILL_SITE,BILL_PARTY_SITE_NUMBER,SHIP_CUSTOMER_NAME,SHIP_SITE_NUMBER,BUSINESS_UNIT,TRANSACTION_TYPE_NAME,TRANSACTION_NUMBER,CURRENCY,TRANSACTION_DATE,TOTAL_AMOUNTS,BATCH_SOURCE_NAME,AMOUNT_DUE_ORIGINAL,AMOUNT_DUE_REMAINING,TRANSACTION_TOTAL,INVOICE_TYPE,INVOICE_STATUS,DOCUMENT_NUMBER
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13604,MYR,2023-04-17T00:00:00.000+00:00,80,"PINE AUTO",80,80,80,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13605,MYR,2023-04-17T00:00:00.000+00:00,759.96,"PINE AUTO",759.96,759.96,759.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13606,MYR,2023-04-17T00:00:00.000+00:00,108,"PINE AUTO",108,108,108,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13607,MYR,2023-04-17T00:00:00.000+00:00,80,"PINE AUTO",80,80,80,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13608,MYR,2023-04-17T00:00:00.000+00:00,200,"PINE AUTO",200,200,200,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13609,MYR,2023-04-17T00:00:00.000+00:00,1359.92,"PINE AUTO",1359.92,1359.92,1359.92,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13610,MYR,2023-04-17T00:00:00.000+00:00,800,"PINE AUTO",800,800,800,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13611,MYR,2023-04-17T00:00:00.000+00:00,216,"PINE AUTO",216,216,216,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13612,MYR,2023-04-17T00:00:00.000+00:00,1359.96,"PINE AUTO",1359.96,1359.96,1359.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13613,MYR,2023-04-17T00:00:00.000+00:00,160,"PINE AUTO",160,160,160,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13614,MYR,2023-04-17T00:00:00.000+00:00,147.56,"PINE AUTO",147.56,147.56,147.56,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13615,MYR,2023-04-17T00:00:00.000+00:00,136,"PINE AUTO",136,136,136,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13616,MYR,2023-04-17T00:00:00.000+00:00,720,"PINE AUTO",720,720,720,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13617,MYR,2023-04-17T00:00:00.000+00:00,24,"PINE AUTO",24,24,24,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13618,MYR,2023-04-17T00:00:00.000+00:00,719.88,"PINE AUTO",719.88,719.88,719.88,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13619,MYR,2023-04-17T00:00:00.000+00:00,16,"PINE AUTO",16,16,16,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13620,MYR,2023-04-17T00:00:00.000+00:00,1879.96,"PINE AUTO",1879.96,1879.96,1879.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13621,MYR,2023-04-17T00:00:00.000+00:00,192,"PINE AUTO",192,192,192,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13622,MYR,2023-04-17T00:00:00.000+00:00,79.96,"PINE AUTO",79.96,79.96,79.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13623,MYR,2023-04-17T00:00:00.000+00:00,30.53,"PINE AUTO",30.53,30.53,30.53,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13624,MYR,2023-04-17T00:00:00.000+00:00,61.06,"PINE AUTO",61.06,61.06,61.06,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13625,MYR,2023-04-17T00:00:00.000+00:00,305.27,"PINE AUTO",305.27,305.27,305.27,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13626,MYR,2023-04-17T00:00:00.000+00:00,63.6,"PINE AUTO",63.6,63.6,63.6,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13627,MYR,2023-04-17T00:00:00.000+00:00,76.72,"PINE AUTO",76.72,76.72,76.72,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13628,MYR,2023-04-17T00:00:00.000+00:00,21.2,"PINE AUTO",21.2,21.2,21.2,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13629,MYR,2023-04-17T00:00:00.000+00:00,59.35,"PINE AUTO",59.35,59.35,59.35,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13630,MYR,2023-04-17T00:00:00.000+00:00,42.4,"PINE AUTO",42.4,42.4,42.4,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13631,MYR,2023-04-17T00:00:00.000+00:00,42.4,"PINE AUTO",42.4,42.4,42.4,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13632,MYR,2023-04-17T00:00:00.000+00:00,63.6,"PINE AUTO",63.6,63.6,63.6,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13633,MYR,2023-04-17T00:00:00.000+00:00,144.16,"PINE AUTO",144.16,144.16,144.16,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13634,MYR,2023-04-17T00:00:00.000+00:00,4.01,"PINE AUTO",4.01,4.01,4.01,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13635,MYR,2023-04-17T00:00:00.000+00:00,55.12,"PINE AUTO",55.12,55.12,55.12,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13636,MYR,2023-04-17T00:00:00.000+00:00,8.48,"PINE AUTO",8.48,8.48,8.48,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13637,MYR,2023-04-17T00:00:00.000+00:00,85.92,"PINE AUTO",85.92,85.92,85.92,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13638,MYR,2023-04-17T00:00:00.000+00:00,160,"PINE AUTO",160,160,160,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13639,MYR,2023-04-17T00:00:00.000+00:00,91.52,"PINE AUTO",91.52,91.52,91.52,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13640,MYR,2023-04-17T00:00:00.000+00:00,84.32,"PINE AUTO",84.32,84.32,84.32,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13641,MYR,2023-04-17T00:00:00.000+00:00,37.44,"PINE AUTO",37.44,37.44,37.44,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13642,MYR,2023-04-17T00:00:00.000+00:00,792,"PINE AUTO",792,792,792,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13643,MYR,2023-04-17T00:00:00.000+00:00,56,"PINE AUTO",56,56,56,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13644,MYR,2023-04-17T00:00:00.000+00:00,48,"PINE AUTO",48,48,48,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13645,MYR,2023-04-17T00:00:00.000+00:00,80,"PINE AUTO",80,80,80,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13646,MYR,2023-04-17T00:00:00.000+00:00,30.08,"PINE AUTO",30.08,30.08,30.08,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13647,MYR,2023-04-17T00:00:00.000+00:00,20.61,"PINE AUTO",20.61,20.61,20.61,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13648,MYR,2023-04-17T00:00:00.000+00:00,275.52,"PINE AUTO",275.52,275.52,275.52,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13649,MYR,2023-04-17T00:00:00.000+00:00,560,"PINE AUTO",560,560,560,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13650,MYR,2023-04-17T00:00:00.000+00:00,4.24,"PINE AUTO",4.24,4.24,4.24,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13651,MYR,2023-04-17T00:00:00.000+00:00,50.88,"PINE AUTO",50.88,50.88,50.88,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13652,MYR,2023-04-17T00:00:00.000+00:00,11.87,"PINE AUTO",11.87,11.87,11.87,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13653,MYR,2023-04-17T00:00:00.000+00:00,43.25,"PINE AUTO",43.25,43.25,43.25,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13654,MYR,2023-04-17T00:00:00.000+00:00,12.72,"PINE AUTO",12.72,12.72,12.72,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13655,MYR,2023-04-17T00:00:00.000+00:00,11.45,"PINE AUTO",11.45,11.45,11.45,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13656,MYR,2023-04-17T00:00:00.000+00:00,16.96,"PINE AUTO",16.96,16.96,16.96,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13657,MYR,2023-04-17T00:00:00.000+00:00,79.71,"PINE AUTO",79.71,79.71,79.71,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13658,MYR,2023-04-17T00:00:00.000+00:00,48.91,"PINE AUTO",48.91,48.91,48.91,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13659,MYR,2023-04-17T00:00:00.000+00:00,11.45,"PINE AUTO",11.45,11.45,11.45,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13660,MYR,2023-04-17T00:00:00.000+00:00,8.88,"PINE AUTO",8.88,8.88,8.88,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13661,MYR,2023-04-17T00:00:00.000+00:00,6.36,"PINE AUTO",6.36,6.36,6.36,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13662,MYR,2023-04-17T00:00:00.000+00:00,8.48,"PINE AUTO",8.48,8.48,8.48,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13663,MYR,2023-04-17T00:00:00.000+00:00,24,"PINE AUTO",24,24,24,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13664,MYR,2023-04-17T00:00:00.000+00:00,38.4,"PINE AUTO",38.4,38.4,38.4,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13665,MYR,2023-04-17T00:00:00.000+00:00,480,"PINE AUTO",480,480,480,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13666,MYR,2023-04-17T00:00:00.000+00:00,479.96,"PINE AUTO",479.96,479.96,479.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13667,MYR,2023-04-17T00:00:00.000+00:00,8,"PINE AUTO",8,8,8,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13668,MYR,2023-04-17T00:00:00.000+00:00,43.2,"PINE AUTO",43.2,43.2,43.2,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13669,MYR,2023-04-17T00:00:00.000+00:00,96,"PINE AUTO",96,96,96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13670,MYR,2023-04-17T00:00:00.000+00:00,80,"PINE AUTO",80,80,80,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13671,MYR,2023-04-17T00:00:00.000+00:00,61.18,"PINE AUTO",61.18,61.18,61.18,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13672,MYR,2023-04-17T00:00:00.000+00:00,180,"PINE AUTO",180,180,180,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13673,MYR,2023-04-17T00:00:00.000+00:00,600,"PINE AUTO",600,600,600,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13674,MYR,2023-04-17T00:00:00.000+00:00,79.96,"PINE AUTO",79.96,79.96,79.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13675,MYR,2023-04-17T00:00:00.000+00:00,64,"PINE AUTO",64,64,64,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13676,MYR,2023-04-17T00:00:00.000+00:00,320,"PINE AUTO",320,320,320,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13677,MYR,2023-04-17T00:00:00.000+00:00,150,"PINE AUTO",150,150,150,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13678,MYR,2023-04-17T00:00:00.000+00:00,319.96,"PINE AUTO",319.96,319.96,319.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13679,MYR,2023-04-17T00:00:00.000+00:00,300,"PINE AUTO",300,300,300,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13680,MYR,2023-04-17T00:00:00.000+00:00,132,"PINE AUTO",132,132,132,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13681,MYR,2023-04-17T00:00:00.000+00:00,2142.32,"PINE AUTO",2142.32,2142.32,2142.32,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13682,MYR,2023-04-17T00:00:00.000+00:00,167.98,"PINE AUTO",167.98,167.98,167.98,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13683,MYR,2023-04-17T00:00:00.000+00:00,355.52,"PINE AUTO",355.52,355.52,355.52,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13684,MYR,2023-04-17T00:00:00.000+00:00,215.98,"PINE AUTO",215.98,215.98,215.98,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13685,MYR,2023-04-17T00:00:00.000+00:00,24,"PINE AUTO",24,24,24,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13686,MYR,2023-04-17T00:00:00.000+00:00,200,"PINE AUTO",200,200,200,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13687,MYR,2023-04-17T00:00:00.000+00:00,279.96,"PINE AUTO",279.96,279.96,279.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13688,MYR,2023-04-17T00:00:00.000+00:00,78,"PINE AUTO",78,78,78,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13689,MYR,2023-04-17T00:00:00.000+00:00,76.31,"PINE AUTO",76.31,76.31,76.31,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13690,MYR,2023-04-17T00:00:00.000+00:00,47.05,"PINE AUTO",47.05,47.05,47.05,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13691,MYR,2023-04-17T00:00:00.000+00:00,4.24,"PINE AUTO",4.24,4.24,4.24,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13692,MYR,2023-04-17T00:00:00.000+00:00,4.03,"PINE AUTO",4.03,4.03,4.03,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13693,MYR,2023-04-17T00:00:00.000+00:00,127.18,"PINE AUTO",127.18,127.18,127.18,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13694,MYR,2023-04-17T00:00:00.000+00:00,211.99,"PINE AUTO",211.99,211.99,211.99,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13695,MYR,2023-04-17T00:00:00.000+00:00,61.47,"PINE AUTO",61.47,61.47,61.47,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13696,MYR,2023-04-17T00:00:00.000+00:00,67.83,"PINE AUTO",67.83,67.83,67.83,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13697,MYR,2023-04-17T00:00:00.000+00:00,84.8,"PINE AUTO",84.8,84.8,84.8,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13698,MYR,2023-04-17T00:00:00.000+00:00,25.44,"PINE AUTO",25.44,25.44,25.44,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13699,MYR,2023-04-17T00:00:00.000+00:00,50.88,"PINE AUTO",50.88,50.88,50.88,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13700,MYR,2023-04-17T00:00:00.000+00:00,93.27,"PINE AUTO",93.27,93.27,93.27,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13701,MYR,2023-04-17T00:00:00.000+00:00,59.36,"PINE AUTO",59.36,59.36,59.36,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13702,MYR,2023-04-17T00:00:00.000+00:00,59.35,"PINE AUTO",59.35,59.35,59.35,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13703,MYR,2023-04-17T00:00:00.000+00:00,16.96,"PINE AUTO",16.96,16.96,16.96,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13704,MYR,2023-04-17T00:00:00.000+00:00,11.97,"PINE AUTO",11.97,11.97,11.97,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13705,MYR,2023-04-17T00:00:00.000+00:00,33.6,"PINE AUTO",33.6,33.6,33.6,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13706,MYR,2023-04-17T00:00:00.000+00:00,232,"PINE AUTO",232,232,232,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13707,MYR,2023-04-17T00:00:00.000+00:00,84,"PINE AUTO",84,84,84,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13708,MYR,2023-04-17T00:00:00.000+00:00,200,"PINE AUTO",200,200,200,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13709,MYR,2023-04-17T00:00:00.000+00:00,120,"PINE AUTO",120,120,120,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13710,MYR,2023-04-17T00:00:00.000+00:00,195.52,"PINE AUTO",195.52,195.52,195.52,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13711,MYR,2023-04-17T00:00:00.000+00:00,330.62,"PINE AUTO",330.62,330.62,330.62,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13712,MYR,2023-04-17T00:00:00.000+00:00,80,"PINE AUTO",80,80,80,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13713,MYR,2023-04-17T00:00:00.000+00:00,62.4,"PINE AUTO",62.4,62.4,62.4,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13714,MYR,2023-04-17T00:00:00.000+00:00,224,"PINE AUTO",224,224,224,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13715,MYR,2023-04-17T00:00:00.000+00:00,192,"PINE AUTO",192,192,192,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13716,MYR,2023-04-17T00:00:00.000+00:00,134.64,"PINE AUTO",134.64,134.64,134.64,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13717,MYR,2023-04-17T00:00:00.000+00:00,41.45,"PINE AUTO",41.45,41.45,41.45,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13718,MYR,2023-04-17T00:00:00.000+00:00,16.48,"PINE AUTO",16.48,16.48,16.48,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13719,MYR,2023-04-17T00:00:00.000+00:00,81.41,"PINE AUTO",81.41,81.41,81.41,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13720,MYR,2023-04-17T00:00:00.000+00:00,25.44,"PINE AUTO",25.44,25.44,25.44,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13721,MYR,2023-04-17T00:00:00.000+00:00,15.26,"PINE AUTO",15.26,15.26,15.26,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13722,MYR,2023-04-17T00:00:00.000+00:00,7.61,"PINE AUTO",7.61,7.61,7.61,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13723,MYR,2023-04-17T00:00:00.000+00:00,16.96,"PINE AUTO",16.96,16.96,16.96,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13724,MYR,2023-04-17T00:00:00.000+00:00,4.24,"PINE AUTO",4.24,4.24,4.24,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13725,MYR,2023-04-17T00:00:00.000+00:00,15.26,"PINE AUTO",15.26,15.26,15.26,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13726,MYR,2023-04-17T00:00:00.000+00:00,25.33,"PINE AUTO",25.33,25.33,25.33,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13727,MYR,2023-04-17T00:00:00.000+00:00,7.97,"PINE AUTO",7.97,7.97,7.97,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13728,MYR,2023-04-17T00:00:00.000+00:00,70.38,"PINE AUTO",70.38,70.38,70.38,INV,OPEN,
,,,,"Malasiya- Test1",118024,114216,158199,,,PL24-MAL,PLSTDInvoice,13729,MYR,2023-04-17T00:00:00.000+00:00,75.37,"PINE AUTO",75.37,75.37,75.37,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13730,MYR,2023-04-17T00:00:00.000+00:00,24,"PINE AUTO",24,24,24,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13731,MYR,2023-04-17T00:00:00.000+00:00,212,"PINE AUTO",212,212,212,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13732,MYR,2023-04-17T00:00:00.000+00:00,597.96,"PINE AUTO",597.96,597.96,597.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13733,MYR,2023-04-17T00:00:00.000+00:00,319.96,"PINE AUTO",319.96,319.96,319.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13734,MYR,2023-04-17T00:00:00.000+00:00,180,"PINE AUTO",180,180,180,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13735,MYR,2023-04-17T00:00:00.000+00:00,272,"PINE AUTO",272,272,272,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13736,MYR,2023-04-17T00:00:00.000+00:00,199.96,"PINE AUTO",199.96,199.96,199.96,INV,OPEN,
,,,,"Test Malaysia 1",120014,116210,159191,,,PL24-MAL,PLSTDInvoice,13737,MYR,2023-04-17T00:00:00.000+00:00,24,"PINE AUTO",24,24,24,INV,OPEN,
